
2024/08/20 (16:54:14) | INFO: Logger set to INFO
2024/08/20 (16:54:14) | INFO: Running on /dev/pts/2
2024/08/20 (16:54:15) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory

2024/08/20 (23:49:26) | ===> btop++ v.1.3.0
2024/08/20 (23:49:26) | INFO: Logger set to INFO
2024/08/20 (23:49:26) | INFO: Running on /dev/pts/2
2024/08/20 (23:49:27) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory
2024/08/20 (23:49:41) | INFO: Quitting! Runtime: 00:00:15

2024/08/20 (23:54:12) | ===> btop++ v.1.3.0
2024/08/20 (23:54:12) | INFO: Logger set to INFO
2024/08/20 (23:54:12) | INFO: Running on /dev/pts/2
2024/08/20 (23:54:13) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory

2024/08/21 (00:21:14) | ===> btop++ v.1.3.0
2024/08/21 (00:21:14) | INFO: Logger set to INFO
2024/08/21 (00:21:14) | INFO: Running on /dev/pts/1
2024/08/21 (00:21:15) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory

2024/08/21 (13:38:41) | ===> btop++ v.1.3.0
2024/08/21 (13:38:41) | INFO: Logger set to INFO
2024/08/21 (13:38:41) | INFO: Running on /dev/pts/1
2024/08/21 (13:38:42) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory

2024/08/21 (13:45:42) | ===> btop++ v.1.3.0
2024/08/21 (13:45:42) | INFO: Logger set to INFO
2024/08/21 (13:45:42) | INFO: Running on /dev/pts/2
2024/08/21 (13:45:43) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory
2024/08/21 (13:46:17) | INFO: Quitting! Runtime: 00:00:35
2024/08/21 (13:56:15) | INFO: Quitting! Runtime: 00:17:34

2024/08/21 (14:57:56) | ===> btop++ v.1.3.0
2024/08/21 (14:57:56) | INFO: Logger set to INFO
2024/08/21 (14:57:56) | INFO: Running on /dev/pts/2
2024/08/21 (14:57:57) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory

2024/08/21 (15:06:00) | ===> btop++ v.1.3.0
2024/08/21 (15:06:00) | INFO: Logger set to INFO
2024/08/21 (15:06:00) | INFO: Running on /dev/pts/2
2024/08/21 (15:06:01) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory

2024/08/21 (21:13:25) | ===> btop++ v.1.3.0
2024/08/21 (21:13:25) | INFO: Logger set to INFO
2024/08/21 (21:13:25) | INFO: Running on /dev/pts/1
2024/08/21 (21:13:27) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory
2024/08/22 (12:22:08) | INFO: Quitting! Runtime: 15:08:43

2024/08/22 (22:37:51) | ===> btop++ v.1.3.0
2024/08/22 (22:37:51) | INFO: Logger set to INFO
2024/08/22 (22:37:51) | INFO: Running on /dev/pts/1
2024/08/22 (22:37:52) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory

2024/08/23 (16:11:26) | ===> btop++ v.1.3.0
2024/08/23 (16:11:26) | INFO: Logger set to INFO
2024/08/23 (16:11:26) | INFO: Running on /dev/pts/2
2024/08/23 (16:11:27) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory
2024/08/23 (16:22:31) | INFO: Quitting! Runtime: 00:11:05

2024/08/25 (16:35:32) | ===> btop++ v.1.3.0
2024/08/25 (16:35:32) | INFO: Logger set to INFO
2024/08/25 (16:35:32) | INFO: Running on /dev/pts/2
2024/08/25 (16:35:33) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory

2024/08/25 (16:35:45) | ===> btop++ v.1.3.0
2024/08/25 (16:35:45) | INFO: Logger set to INFO
2024/08/25 (16:35:45) | INFO: Running on /dev/pts/2
2024/08/25 (16:35:46) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory

2024/08/25 (22:27:52) | ===> btop++ v.1.3.0
2024/08/25 (22:27:52) | INFO: Logger set to INFO
2024/08/25 (22:27:52) | INFO: Running on /dev/pts/2
2024/08/25 (22:27:53) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory

2024/08/26 (23:39:24) | ===> btop++ v.1.3.0
2024/08/26 (23:39:24) | INFO: Logger set to INFO
2024/08/26 (23:39:24) | INFO: Running on /dev/pts/1
2024/08/26 (23:39:25) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory
2024/08/26 (23:40:11) | INFO: Quitting! Runtime: 00:00:47

2024/08/26 (23:43:23) | ===> btop++ v.1.3.0
2024/08/26 (23:43:23) | INFO: Logger set to INFO
2024/08/26 (23:43:23) | INFO: Running on /dev/pts/2
2024/08/26 (23:43:24) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory

2024/08/27 (00:05:08) | ===> btop++ v.1.3.0
2024/08/27 (00:05:08) | INFO: Logger set to INFO
2024/08/27 (00:05:08) | INFO: Running on /dev/pts/4
2024/08/27 (00:05:09) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory
2024/08/27 (00:06:08) | INFO: Quitting! Runtime: 00:01:00
2024/08/27 (00:06:13) | INFO: Quitting! Runtime: 00:22:50

2024/08/27 (01:27:47) | ===> btop++ v.1.3.0
2024/08/27 (01:27:47) | INFO: Logger set to INFO
2024/08/27 (01:27:47) | INFO: Running on /dev/pts/4
2024/08/27 (01:27:48) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory

2024/08/27 (02:15:25) | ===> btop++ v.1.3.0
2024/08/27 (02:15:25) | INFO: Logger set to INFO
2024/08/27 (02:15:25) | INFO: Running on /dev/pts/4
2024/08/27 (02:15:26) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory

2024/08/27 (23:40:19) | ===> btop++ v.1.3.0
2024/08/27 (23:40:19) | INFO: Logger set to INFO
2024/08/27 (23:40:19) | INFO: Running on /dev/pts/6
2024/08/27 (23:40:20) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory

2024/08/28 (12:10:34) | ===> btop++ v.1.3.0
2024/08/28 (12:10:34) | INFO: Logger set to INFO
2024/08/28 (12:10:34) | INFO: Running on /dev/pts/6
2024/08/28 (12:10:35) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory
2024/08/28 (12:10:46) | INFO: Quitting! Runtime: 00:00:12

2024/08/28 (12:16:37) | ===> btop++ v.1.3.0
2024/08/28 (12:16:37) | INFO: Logger set to INFO
2024/08/28 (12:16:37) | INFO: Running on /dev/pts/6
2024/08/28 (12:16:38) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory

2024/08/28 (12:30:31) | ===> btop++ v.1.3.0
2024/08/28 (12:30:31) | INFO: Logger set to INFO
2024/08/28 (12:30:31) | INFO: Running on /dev/pts/1
2024/08/28 (12:30:32) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory

2024/08/28 (16:36:15) | ===> btop++ v.1.3.0
2024/08/28 (16:36:15) | INFO: Logger set to INFO
2024/08/28 (16:36:15) | INFO: Running on /dev/pts/2
2024/08/28 (16:36:16) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory

2024/08/28 (16:41:39) | ===> btop++ v.1.3.0
2024/08/28 (16:41:39) | INFO: Logger set to INFO
2024/08/28 (16:41:39) | INFO: Running on /dev/pts/4
2024/08/28 (16:41:40) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory
2024/08/28 (16:41:48) | INFO: Quitting! Runtime: 00:00:09
2024/08/28 (16:41:56) | INFO: Quitting! Runtime: 00:05:41

2024/08/28 (16:41:57) | ===> btop++ v.1.3.0
2024/08/28 (16:41:57) | INFO: Logger set to INFO
2024/08/28 (16:41:57) | INFO: Running on /dev/pts/1
2024/08/28 (16:41:58) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory
2024/08/28 (16:51:45) | INFO: Quitting! Runtime: 00:09:48

2024/08/28 (18:09:38) | ===> btop++ v.1.3.0
2024/08/28 (18:09:38) | INFO: Logger set to INFO
2024/08/28 (18:09:38) | INFO: Running on /dev/pts/3
2024/08/28 (18:09:39) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory

2024/08/30 (10:04:41) | ===> btop++ v.1.3.0
2024/08/30 (10:04:41) | INFO: Logger set to INFO
2024/08/30 (10:04:41) | INFO: Running on /dev/pts/1
2024/08/30 (10:04:42) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory
2024/08/30 (10:21:40) | INFO: Quitting! Runtime: 00:16:59

2024/08/30 (11:10:22) | ===> btop++ v.1.3.0
2024/08/30 (11:10:22) | INFO: Logger set to INFO
2024/08/30 (11:10:22) | INFO: Running on /dev/pts/1
2024/08/30 (11:10:23) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory
2024/08/30 (11:11:40) | INFO: Quitting! Runtime: 00:01:18

2024/08/30 (14:31:37) | ===> btop++ v.1.3.2
2024/08/30 (14:31:37) | INFO: Logger set to INFO
2024/08/30 (14:31:37) | INFO: Running on /dev/pts/1
2024/08/30 (14:31:37) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/08/30 (14:31:37) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory
2024/08/30 (14:32:50) | INFO: Quitting! Runtime: 00:01:13

2024/08/30 (14:34:47) | ===> btop++ v.1.3.2
2024/08/30 (14:34:47) | INFO: Logger set to INFO
2024/08/30 (14:34:47) | INFO: Running on /dev/pts/0
2024/08/30 (14:34:47) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/08/30 (14:34:47) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/08/30 (14:34:57) | ===> btop++ v.1.3.2
2024/08/30 (14:34:57) | INFO: Logger set to INFO
2024/08/30 (14:34:57) | INFO: Running on /dev/pts/0
2024/08/30 (14:34:57) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/08/30 (14:34:57) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/08/30 (14:58:35) | ===> btop++ v.1.3.2
2024/08/30 (14:58:35) | INFO: Logger set to INFO
2024/08/30 (14:58:35) | INFO: Running on /dev/pts/5
2024/08/30 (14:58:35) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/08/30 (14:58:35) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory
2024/08/30 (15:02:10) | INFO: Quitting! Runtime: 00:03:35

2024/08/30 (22:41:43) | ===> btop++ v.1.3.2
2024/08/30 (22:41:43) | INFO: Logger set to INFO
2024/08/30 (22:41:43) | INFO: Running on /dev/pts/2
2024/08/30 (22:41:43) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/08/30 (22:41:43) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory
2024/08/30 (22:41:47) | INFO: Quitting! Runtime: 00:00:04

2024/08/30 (22:42:27) | ===> btop++ v.1.3.2
2024/08/30 (22:42:27) | INFO: Logger set to INFO
2024/08/30 (22:42:27) | INFO: Running on /dev/pts/2
2024/08/30 (22:42:27) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/08/30 (22:42:27) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory
2024/08/30 (22:42:41) | INFO: Quitting! Runtime: 00:00:14

2024/08/30 (22:42:45) | ===> btop++ v.1.3.2
2024/08/30 (22:42:45) | INFO: Logger set to INFO
2024/08/30 (22:42:45) | INFO: Running on /dev/pts/2
2024/08/30 (22:42:46) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/08/30 (22:42:46) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/08/30 (22:56:23) | ===> btop++ v.1.3.2
2024/08/30 (22:56:23) | INFO: Logger set to INFO
2024/08/30 (22:56:23) | INFO: Running on /dev/pts/2
2024/08/30 (22:56:23) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/08/30 (22:56:23) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/08/31 (19:52:41) | ===> btop++ v.1.3.2
2024/08/31 (19:52:41) | INFO: Logger set to INFO
2024/08/31 (19:52:41) | INFO: Running on /dev/pts/0
2024/08/31 (19:52:41) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/08/31 (19:52:41) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/08/31 (20:42:43) | ===> btop++ v.1.3.2
2024/08/31 (20:42:43) | INFO: Logger set to INFO
2024/08/31 (20:42:43) | INFO: Running on /dev/pts/1
2024/08/31 (20:42:43) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/08/31 (20:42:43) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/01 (01:05:12) | ===> btop++ v.1.3.2
2024/09/01 (01:05:12) | INFO: Logger set to INFO
2024/09/01 (01:05:12) | INFO: Running on /dev/pts/1
2024/09/01 (01:05:12) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/01 (01:05:12) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/01 (14:08:56) | ===> btop++ v.1.3.2
2024/09/01 (14:08:56) | INFO: Logger set to INFO
2024/09/01 (14:08:56) | INFO: Running on /dev/pts/5
2024/09/01 (14:08:56) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/01 (14:08:56) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/01 (18:40:06) | ===> btop++ v.1.3.2
2024/09/01 (18:40:06) | INFO: Logger set to INFO
2024/09/01 (18:40:06) | INFO: Running on /dev/pts/1
2024/09/01 (18:40:06) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/01 (18:40:06) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/01 (21:19:27) | ===> btop++ v.1.3.2
2024/09/01 (21:19:27) | INFO: Logger set to INFO
2024/09/01 (21:19:27) | WARNING: Failed to set locale en_AU.UTF-8 continuing anyway.
2024/09/01 (21:19:27) | INFO: Running on /dev/pts/0
2024/09/01 (21:19:27) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/01 (21:19:27) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory
2024/09/01 (21:24:30) | INFO: Quitting! Runtime: 00:05:03

2024/09/01 (22:32:35) | ===> btop++ v.1.3.2
2024/09/01 (22:32:35) | INFO: Logger set to INFO
2024/09/01 (22:32:35) | INFO: Running on /dev/pts/1
2024/09/01 (22:32:35) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/01 (22:32:35) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory
2024/09/01 (22:33:10) | INFO: Quitting! Runtime: 00:00:35

2024/09/01 (23:44:27) | ===> btop++ v.1.3.2
2024/09/01 (23:44:27) | INFO: Logger set to INFO
2024/09/01 (23:44:27) | INFO: Running on /dev/pts/3
2024/09/01 (23:44:27) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/01 (23:44:27) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory
2024/09/01 (23:48:47) | INFO: Quitting! Runtime: 00:04:20

2024/09/02 (11:24:16) | ===> btop++ v.1.3.2
2024/09/02 (11:24:16) | INFO: Logger set to INFO
2024/09/02 (11:24:16) | INFO: Running on /dev/pts/2
2024/09/02 (11:24:16) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
